"EnterpriseNumber","Status","JuridicalSituation","TypeOfEnterprise","JuridicalForm","JuridicalFormCAC","StartDate"
"0400.244.071","AC","012","2","015","610",28-12-1964
"0400.244.170","AC","000","2","014",,01-01-1968
"0400.244.665","AC","000","2","014",,23-04-1927
"0400.244.863","AC","012","2","015","610",01-01-1956
"0400.245.358","AC","012","2","014",,28-07-1947
"0400.245.556","AC","012","2","014",,01-01-1968
"0400.245.655","AC","000","2","014",,07-04-1966
"0400.245.952","AC","000","2","014",,01-01-1968
"0400.246.645","AC","000","2","014",,01-01-1968
"0400.248.229","AC","012","2","014",,01-01-1968
"0400.248.328","AC","000","2","610",,01-01-1968
"0400.248.526","AC","000","2","014",,01-01-1968
"0400.249.417","AC","012","2","015","610",16-12-1961
"0400.250.605","AC","000","2","610",,01-01-1968
"0400.250.704","AC","012","2","014",,01-01-1962
"0400.251.001","AC","000","2","014",,01-01-1968
"0400.251.197","AC","012","2","015","610",24-01-1959
"0400.251.296","AC","000","2","610",,27-09-1957
"0400.251.593","AC","000","2","014",,10-07-1965
"0400.251.791","AC","000","2","610",,01-01-1968
"0400.251.989","AC","012","2","011",,01-05-1965
"0400.252.088","AC","000","2","015","610",01-01-1968
"0400.252.385","AC","000","2","014",,01-01-1968
"0400.252.583","AC","020","2","015","610",01-01-1968
"0400.252.979","AC","012","2","014",,01-01-1954
"0400.253.276","AC","012","2","014",,01-01-1935
"0400.253.969","AC","000","2","014",,01-01-1968
"0400.254.167","AC","000","2","014",,01-01-1968
"0400.254.365","AC","012","2","015","610",21-12-1950
"0400.254.464","AC","000","2","014",,15-09-1962
"0400.254.860","AC","000","2","014",,09-11-1964
"0400.255.454","AC","012","2","015","610",01-01-1964
"0400.256.543","AC","000","2","014",,12-06-1932
"0400.256.642","AC","030","2","015","610",01-01-1968
"0400.256.741","AC","020","2","015","610",01-01-1968
"0400.256.840","AC","050","2","610",,01-01-1968
"0400.257.236","AC","000","2","610",,06-02-1952
"0400.257.533","AC","012","2","014",,13-06-1945
"0400.257.830","AC","000","2","014",,03-12-1966
"0400.257.929","AC","000","2","014",,11-09-1959
"0400.258.226","AC","000","2","610",,01-01-1968
"0400.258.820","AC","000","2","610",,26-09-1955
"0400.259.711","AC","012","2","015","610",29-02-1956
"0400.259.909","AC","012","2","015","610",01-01-1968
"0400.260.996","AC","000","2","610",,01-01-1968
"0400.261.491","AC","020","2","015","610",01-01-1968
"0400.261.689","AC","020","2","015","610",06-07-1959
"0400.262.679","AC","020","2","011",,01-01-1968
"0400.263.768","AC","012","2","015","610",30-08-1956
"0400.264.263","AC","000","2","014",,01-01-1968
"0400.264.857","AC","012","2","015","610",01-01-1968
"0400.265.253","AC","000","2","008",,01-01-1968
"0400.266.243","AC","000","2","014",,22-03-1948
"0400.267.332","AC","000","2","014",,20-10-1967
"0400.267.431","AC","000","2","706",,30-11-1951
"0400.268.025","AC","000","2","610",,03-05-1956
"0400.268.421","AC","000","2","610",,26-06-1966
"0400.268.520","AC","000","2","610",,01-01-1968
"0400.268.916","AC","020","2","015","610",04-09-1956
"0400.269.510","AC","000","2","014",,15-12-1949
"0400.270.302","AC","013","2","015","610",01-01-1968
"0400.270.696","AC","000","2","014",,01-03-1960
"0400.271.290","AC","000","2","014",,16-11-1964
"0400.271.884","AC","000","2","014",,27-04-1926
"0400.272.181","AC","000","2","610",,01-10-1934
"0400.272.379","AC","000","2","610",,22-04-1952
"0400.273.864","AC","020","2","014",,05-08-1950
"0400.274.161","AC","000","2","014",,31-01-1955
"0400.274.854","AC","020","2","015","610",01-01-1968
"0400.274.953","AC","012","2","015","610",01-01-1968
"0400.275.448","AC","013","2","015","610",01-01-1968
"0400.275.844","AC","000","2","706",,10-03-1955
"0400.276.339","AC","000","2","610",,01-01-1968
"0400.276.735","AC","000","2","610",,01-01-1968
"0400.277.032","AC","000","2","706",,04-07-1926
"0400.277.329","AC","000","2","610",,01-01-1968
"0400.278.022","AC","012","2","014",,30-12-1929
"0400.278.121","AC","012","2","014",,14-08-1930
"0400.278.319","AC","000","2","610",,01-01-1968
"0400.278.715","AC","000","2","014",,20-12-1963
"0400.278.913","AC","000","2","014",,11-07-1966
"0400.280.101","AC","000","2","014",,03-04-1897
"0400.280.990","AC","012","2","015","610",16-11-1959
"0400.281.089","AC","012","2","014",,03-11-1951
"0400.281.485","AC","000","2","014",,17-03-1960
"0400.281.881","AC","000","2","014",,13-09-1948
"0400.282.277","AC","000","2","014",,19-11-1960
"0400.282.475","AC","000","2","014",,01-01-1968
"0400.282.574","AC","000","2","014",,01-01-1968
"0400.282.871","AC","000","2","015","610",01-04-1961
"0400.282.970","AC","000","2","014",,01-01-1968
"0400.283.267","AC","012","2","015","610",26-01-1968
"0400.283.465","AC","000","2","014",,01-01-1968
"0400.283.960","AC","000","2","014",,26-06-1945
"0400.284.059","AC","000","2","610",,11-02-1955
"0400.285.049","AC","000","2","014",,29-01-1966
"0400.285.148","AC","012","2","014",,05-05-1964
"0400.286.237","AC","000","2","015","610",29-11-1967
"0400.286.633","AC","012","2","015","610",01-01-1963
"0400.287.920","AC","012","2","015","610",25-02-1967
"0400.288.118","AC","012","2","015","610",01-01-1968
"0400.288.316","AC","000","2","610",,30-06-1961
"0400.288.712","AC","000","2","014",,30-12-1940
"0400.289.108","AC","000","2","014",,01-01-1968
"0400.289.801","AC","000","2","014",,01-01-1968
"0400.289.997","AC","030","2","015","610",01-01-1968
"0400.290.492","AC","000","2","610",,24-03-1972
"0400.290.987","AC","000","2","610",,01-01-1968
"0400.291.086","AC","050","2","014",,19-12-1935
"0400.291.680","AC","000","2","030",,30-04-1963
"0400.291.878","AC","000","2","610",,17-02-1949
"0400.292.571","AC","012","2","014",,01-09-1954
"0400.292.670","AC","030","2","015","610",31-01-1953
"0400.292.769","AC","012","2","015","610",13-02-1967
"0400.292.967","AC","000","2","014",,12-12-1960
"0400.295.343","AC","012","2","014",,01-01-1968
"0400.296.036","AC","000","2","014",,01-01-1968
"0400.296.531","AC","000","2","014",,01-01-1968
"0400.296.630","AC","012","2","015","610",31-03-1955
"0400.296.729","AC","012","2","014",,05-10-1928
"0400.296.828","AC","000","2","014",,08-02-1956
"0400.297.521","AC","000","2","014",,09-11-1961
"0400.297.719","AC","030","2","015","610",01-01-1968
"0400.297.917","AC","000","2","015","610",01-01-1968
"0400.298.214","AC","000","2","610",,10-06-1943
"0400.298.610","AC","000","2","015","610",01-01-1968
"0400.299.402","AC","012","2","015","610",01-01-1968
"0400.299.501","AC","000","2","014",,12-04-1943
"0400.299.796","AC","000","2","610",,26-02-1964
"0400.299.895","AC","000","2","014",,01-01-1968
"0400.299.994","AC","000","2","610",,01-01-1968
"0400.300.192","AC","000","2","014",,21-10-1953
"0400.300.489","AC","000","2","014",,01-01-1968
"0400.301.281","AC","000","2","610",,01-01-1968
"0400.301.578","AC","020","2","014",,22-02-1933
"0400.301.677","AC","010","2","015","610",22-01-1941
"0400.301.776","AC","000","2","014",,01-01-1929
"0400.301.875","AC","000","2","610",,28-07-1958
"0400.302.370","AC","000","2","610",,01-01-1968
"0400.302.469","AC","000","2","706",,10-04-1928
"0400.302.865","AC","020","2","015","610",19-04-1960
"0400.302.964","AC","013","2","610",,13-11-1967
"0400.303.063","AC","050","2","014",,01-01-1968
"0400.303.261","AC","000","2","014",,01-01-1968
"0400.303.756","AC","020","2","015","610",25-01-1954
"0400.304.053","AC","000","2","014",,01-01-1968
"0400.304.449","AC","020","2","015","610",20-01-1952
"0400.306.033","AC","000","2","610",,14-06-1948
"0400.306.330","AC","000","2","008",,25-08-1934
"0400.306.726","AC","000","2","610",,29-09-1952
"0400.308.013","AC","000","2","014",,13-03-1963
"0400.308.211","AC","012","2","015","610",23-09-1960
"0400.308.310","AC","000","2","014",,01-07-1967
"0400.308.706","AC","000","2","610",,01-01-1968
"0400.308.805","AC","000","2","014",,15-12-1965
"0400.309.397","AC","050","2","014",,09-05-1913
"0400.309.892","AC","000","2","016",,01-01-1968
"0400.310.288","AC","012","2","014",,24-05-1951
"0400.310.387","AC","000","2","610",,12-12-1940
"0400.310.882","AC","000","2","014",,01-01-1968
"0400.311.179","AC","000","2","014",,16-12-1965
"0400.311.377","AC","012","2","014",,01-01-1962
"0400.311.476","AC","000","2","015","610",01-01-1968
"0400.311.674","AC","000","2","015","610",31-05-1965
"0400.311.773","AC","000","2","014",,01-01-1968
"0400.312.268","AC","012","2","015","610",01-01-1968
"0400.312.565","AC","012","2","016",,01-01-1968
"0400.312.664","AC","012","2","016",,01-01-1943
"0400.312.763","AC","000","2","014",,15-02-1963
"0400.313.456","AC","012","2","015","610",07-12-1966
"0400.313.852","AC","000","2","014",,25-12-1935
"0400.314.842","AC","000","2","015","610",08-01-1949
"0400.315.436","AC","012","2","015","610",01-01-1968
"0400.317.515","AC","012","2","014",,04-01-1934
"0400.318.109","AC","000","2","014",,01-01-1968
"0400.318.208","AC","050","2","014",,31-05-1961
"0400.318.406","AC","000","2","610",,19-01-1963
"0400.319.196","AC","013","2","015","610",01-01-1968
"0400.320.186","AC","000","2","014",,01-01-1968
"0400.320.384","AC","000","2","014",,01-01-1968
"0400.320.879","AC","000","2","014",,11-05-1922
"0400.320.978","AC","000","2","014",,30-12-1941
"0400.321.869","AC","000","2","011",,01-01-1968
"0400.322.760","AC","012","2","014",,01-01-1968
"0400.323.156","AC","000","2","014",,29-12-1967
"0400.323.255","AC","000","2","015","610",14-11-1951
"0400.323.354","AC","000","2","014",,30-05-1932
"0400.323.651","AC","012","2","014",,01-01-1928
"0400.323.750","AC","030","2","014",,01-01-1960
"0400.324.146","AC","012","2","015","610",08-01-1945
"0400.326.423","AC","000","2","014",,28-11-1947
"0400.326.819","AC","012","2","015","610",01-01-1968
"0400.327.017","AC","000","2","014",,01-01-1968
"0400.327.215","AC","000","2","011",,01-01-1968
"0400.327.314","AC","020","2","015","610",07-02-1962
"0400.327.413","AC","000","2","610",,16-10-1954
"0400.328.502","AC","000","2","610",,27-12-1951
"0400.328.797","AC","012","2","011",,01-01-1968
"0400.329.094","AC","000","2","014",,01-04-1959
"0400.329.391","AC","012","2","015","610",01-01-1955
"0400.330.084","AC","000","2","014",,14-12-1954
"0400.330.282","AC","000","2","014",,14-02-1968
"0400.330.480","AC","000","2","610",,22-02-1963
"0400.331.173","AC","000","2","610",,01-01-1968
"0400.332.163","AC","012","2","015","610",01-01-1968
"0400.332.460","AC","000","2","610",,01-01-1968
"0400.333.054","AC","012","2","015","610",23-12-1951
"0400.333.252","AC","000","2","014",,01-01-1968
"0400.334.242","AC","000","2","015","610",01-01-1968
"0400.335.331","AC","010","2","015","610",01-06-1937
"0400.335.925","AC","000","2","014",,01-01-1930
"0400.336.024","AC","000","2","016",,01-01-1968
"0400.336.222","AC","000","2","016",,01-01-1968
"0400.337.311","AC","012","2","016",,04-01-1923
"0400.337.410","AC","013","2","015","610",06-05-1968
"0400.338.992","AC","000","2","014",,08-05-1965
"0400.339.289","AC","020","2","014",,31-10-1956
"0400.339.388","AC","000","2","014",,15-10-1952
"0400.339.982","AC","012","2","014",,30-07-1952
"0400.340.774","AC","012","2","014",,18-02-1956
"0400.341.071","AC","012","2","014",,01-01-1953
"0400.341.368","AC","012","2","014",,01-01-1968
"0400.342.754","AC","000","2","014",,19-03-1932
"0400.343.744","AC","012","2","014",,01-01-1964
"0400.344.140","AC","050","2","014",,01-01-1925
"0400.344.239","AC","000","2","014",,13-08-1897
"0400.344.734","AC","050","2","014",,29-06-1901
"0400.345.130","AC","012","2","014",,06-05-1958
"0400.345.328","AC","050","2","014",,23-01-1961
"0400.346.714","AC","000","2","014",,19-03-1946
"0400.346.912","AC","050","2","014",,11-10-1888
"0400.347.011","AC","012","2","014",,30-03-1895
"0400.347.506","AC","012","2","014",,01-01-1968
"0400.348.001","AC","000","2","014",,01-08-1932
"0400.348.296","AC","000","2","014",,19-07-1968
"0400.348.395","AC","000","2","014",,01-01-1968
"0400.349.088","AC","000","2","014",,19-03-1921
"0400.349.286","AC","000","2","030",,01-01-1968
"0400.349.682","AC","000","2","014",,04-02-1964
"0400.349.781","AC","030","2","014",,03-01-1924
"0400.350.276","AC","000","2","014",,24-01-1909
"0400.352.454","AC","012","2","014",,21-01-1965
"0400.353.048","AC","012","2","014",,01-01-1951
"0400.354.137","AC","000","2","014",,01-01-1968
"0400.354.236","AC","020","2","014",,27-04-1965
"0400.354.731","AC","000","2","014",,26-06-1957
"0400.355.127","AC","012","2","014",,16-02-1922
"0400.355.226","AC","000","2","014",,16-11-1948
"0400.355.424","AC","012","2","014",,01-01-1968
"0400.355.721","AC","012","2","014",,01-01-1968
"0400.356.018","AC","012","2","014",,20-04-1959
"0400.356.117","AC","000","2","610",,12-06-1968
"0400.356.216","AC","012","2","014",,29-09-1950
"0400.356.909","AC","000","2","014",,12-04-1952
"0400.357.305","AC","000","2","014",,15-12-1960
"0400.357.404","AC","030","2","014",,15-12-1928
"0400.357.503","AC","000","2","017",,18-03-1925
"0400.357.701","AC","000","2","014",,20-09-1955
"0400.357.897","AC","012","2","014",,04-04-1925
"0400.358.194","AC","000","2","610",,27-07-1908
"0400.358.293","AC","000","2","610",,17-10-1958
"0400.358.788","AC","012","2","014",,01-01-1968
"0400.359.184","AC","000","2","014",,28-09-1967
"0400.359.283","AC","000","2","014",,06-06-1967
"0400.359.481","AC","000","2","610",,01-01-1968
"0400.359.679","AC","010","2","016",,15-10-1931
"0400.359.778","AC","000","2","016",,01-01-1968
"0400.359.877","AC","012","2","016",,03-12-1963
"0400.359.976","AC","000","2","016",,01-01-1968
"0400.360.273","AC","000","2","016",,01-01-1968
"0400.360.669","AC","012","2","016",,10-02-1967
"0400.360.768","AC","000","2","016",,01-01-1968
"0400.361.263","AC","000","2","014",,01-01-1963
"0400.361.362","AC","000","2","016",,01-01-1968
"0400.361.659","AC","000","2","610",,01-01-1968
"0400.361.857","AC","000","2","016",,09-03-1922
"0400.361.956","AC","000","2","610",,22-09-1921
"0400.362.748","AC","012","2","016",,01-01-1968
"0400.362.847","AC","000","2","008",,01-01-1968
"0400.363.045","AC","012","2","016",,06-12-1964
"0400.363.540","AC","000","2","016",,01-01-1968
"0400.363.639","AC","000","2","610",,01-01-1968
"0400.363.738","AC","000","2","016",,01-01-1968
"0400.363.837","AC","012","2","016",,01-04-1966
"0400.363.936","AC","000","2","016",,01-01-1968
"0400.364.035","AC","000","2","016",,01-01-1953
"0400.364.332","AC","000","2","706",,01-01-1968
"0400.364.431","AC","000","2","011",,24-11-1953
"0400.364.629","AC","012","2","011",,01-01-1968
"0400.365.025","AC","012","2","011",,01-01-1963
"0400.365.322","AC","000","2","011",,01-01-1968
"0400.365.619","AC","012","2","012","612",01-01-1938
"0400.365.916","AC","012","2","012","612",01-01-1968
"0400.366.015","AC","000","2","012","612",01-01-1968
"0400.366.114","AC","000","2","014",,18-02-1964
"0400.367.401","AC","000","2","014",,12-07-1966
"0400.367.993","AC","012","2","015","610",01-01-1968
"0400.368.290","AC","020","2","015","610",06-07-1962
"0400.368.389","AC","012","2","015","610",23-06-1965
"0400.369.280","AC","012","2","015","610",01-01-1966
"0400.369.676","AC","000","2","610",,01-01-1968
"0400.370.072","AC","000","2","610",,01-01-1968
"0400.370.270","AC","012","2","015","610",01-01-1968
"0400.370.765","AC","000","2","017",,10-09-1969
"0400.371.161","AC","000","2","017",,01-01-1968
"0400.371.359","AC","012","2","015","610",01-01-1968
"0400.371.656","AC","000","2","014",,01-01-1968
"0400.371.755","AC","000","2","610",,01-01-1949
"0400.372.151","AC","012","2","015","610",14-07-1962
"0400.372.844","AC","012","2","015","610",01-01-1968
"0400.372.943","AC","000","2","030",,01-01-1968
"0400.373.339","AC","000","2","030",,01-01-1968
"0400.373.537","AC","020","2","015","610",21-02-1966
"0400.374.725","AC","000","2","014",,17-10-1960
"0400.375.517","AC","012","2","016",,14-04-1923
"0400.375.616","AC","012","2","016",,25-06-1926
"0400.376.111","AC","000","2","610",,01-01-1968
"0400.376.408","AC","012","2","014",,11-02-1959
"0400.377.002","AC","012","2","015","610",11-05-1963
"0400.377.101","AC","012","2","015","610",28-10-1961
"0400.377.297","AC","000","2","016",,01-01-1968
"0400.377.495","AC","012","2","015","610",01-01-1968
"0400.377.594","AC","000","2","014",,29-03-1959
"0400.377.891","AC","000","2","030",,01-01-1968
"0400.378.089","AC","000","2","015","610",14-03-1967
"0400.378.287","AC","012","2","014",,23-07-1962
"0400.378.485","AC","000","2","014",,09-03-1950
"0400.379.079","AC","000","2","014",,25-12-1965
"0400.379.277","AC","000","2","030",,01-01-1968
"0400.379.673","AC","000","2","016",,01-01-1968
"0400.380.564","AC","012","2","014",,12-03-1948
"0400.380.762","AC","000","2","030",,18-10-1967
"0400.380.861","AC","000","2","610",,27-03-1952
"0400.381.455","AC","000","2","610",,01-01-1968
"0400.381.653","AC","000","2","015","610",01-01-1968
"0400.381.752","AC","000","2","014",,19-03-1968
"0400.382.445","AC","000","2","610",,01-01-1968
"0400.382.940","AC","000","2","610",,01-01-1968
"0400.383.435","AC","012","2","014",,01-01-1968
"0400.384.326","AC","012","2","014",,01-01-1968
"0400.384.425","AC","020","2","014",,12-06-1952
"0400.386.801","AC","012","2","014",,01-01-1968
"0400.388.284","AC","000","2","015","610",09-10-1953
"0400.388.383","AC","012","2","014",,26-08-1946
"0400.388.581","AC","000","2","014",,28-05-1938
"0400.388.680","AC","000","2","014",,25-04-1950
"0400.388.878","AC","012","2","014",,05-08-1964
"0400.388.977","AC","012","2","015","610",01-01-1968
"0400.389.373","AC","000","2","610",,29-09-1965
"0400.389.571","AC","012","2","014",,01-01-1968
"0400.390.066","AC","041","2","014",,14-03-1952
"0400.390.957","AC","012","2","015","610",24-07-1967
"0400.392.244","AC","012","2","015","610",01-01-1968
"0400.393.531","AC","020","2","015","610",09-05-1962
"0400.394.719","AC","012","2","014",,29-08-1927
"0400.395.511","AC","012","2","014",,10-08-1959
"0400.395.808","AC","012","2","015","610",14-06-1962
"0400.395.907","AC","000","2","014",,01-01-1968
"0400.396.204","AC","000","2","030",,01-01-1968
"0400.396.895","AC","000","2","610",,25-05-1963
"0400.397.390","AC","000","2","014",,01-01-1968
"0400.397.588","AC","030","2","014",,07-08-1946
"0400.398.083","AC","012","2","015","610",01-01-1968
